Date_Time (LST/LDT), Event, Speed,Station,Direction,Latitude,Longitude,Name
1/9/2019 0:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/9/2019 3:30, flood,3.4,1501,203,47.711,-122.5671,Agate Passage
1/9/2019 7:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/9/2019 10:00, ebb,-1.7,1501,16,47.711,-122.5671,Agate Passage
1/9/2019 13:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/9/2019 14:54, flood,1.8,1501,203,47.711,-122.5671,Agate Passage
1/9/2019 18:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/9/2019 21:18, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
1/10/2019 1:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/10/2019 3:48, flood,3.4,1501,203,47.711,-122.5671,Agate Passage
1/10/2019 7:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/10/2019 10:30, ebb,-1.7,1501,16,47.711,-122.5671,Agate Passage
1/10/2019 13:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/10/2019 15:42, flood,1.9,1501,203,47.711,-122.5671,Agate Passage
1/10/2019 18:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/10/2019 21:48, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
1/11/2019 1:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/11/2019 4:18, flood,3.5,1501,203,47.711,-122.5671,Agate Passage
1/11/2019 8:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/11/2019 11:06, ebb,-1.8,1501,16,47.711,-122.5671,Agate Passage
1/11/2019 14:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/11/2019 16:24, flood,1.9,1501,203,47.711,-122.5671,Agate Passage
1/11/2019 19:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/11/2019 22:30, ebb,-2.3,1501,16,47.711,-122.5671,Agate Passage
1/12/2019 2:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/12/2019 5:00, flood,3.4,1501,203,47.711,-122.5671,Agate Passage
1/12/2019 9:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/12/2019 11:48, ebb,-1.8,1501,16,47.711,-122.5671,Agate Passage
1/12/2019 15:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/12/2019 17:18, flood,1.8,1501,203,47.711,-122.5671,Agate Passage
1/12/2019 20:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/12/2019 23:18, ebb,-2,1501,16,47.711,-122.5671,Agate Passage
1/13/2019 3:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/13/2019 5:42, flood,3.2,1501,203,47.711,-122.5671,Agate Passage
1/13/2019 9:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/13/2019 12:36, ebb,-1.9,1501,16,47.711,-122.5671,Agate Passage
1/13/2019 16:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/13/2019 18:12, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
1/13/2019 21:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/14/2019 0:24, ebb,-1.6,1501,16,47.711,-122.5671,Agate Passage
1/14/2019 3:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/14/2019 6:30, flood,2.9,1501,203,47.711,-122.5671,Agate Passage
1/14/2019 10:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/14/2019 13:18, ebb,-1.9,1501,16,47.711,-122.5671,Agate Passage
1/14/2019 17:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/14/2019 19:12, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
1/14/2019 23:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/15/2019 1:36, ebb,-1.2,1501,16,47.711,-122.5671,Agate Passage
1/15/2019 4:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/15/2019 7:18, flood,2.5,1501,203,47.711,-122.5671,Agate Passage
1/15/2019 11:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/15/2019 14:12, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
1/15/2019 18:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/15/2019 20:30, flood,2,1501,203,47.711,-122.5671,Agate Passage
1/15/2019 22:12, flood,2,1501,203,47.711,-122.5671,Agate Passage
1/16/2019 0:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/16/2019 3:00, ebb,-1,1501,16,47.711,-122.5671,Agate Passage
1/16/2019 6:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/16/2019 8:12, flood,2.1,1501,203,47.711,-122.5671,Agate Passage
1/16/2019 11:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/16/2019 15:00, ebb,-2.2,1501,16,47.711,-122.5671,Agate Passage
1/16/2019 19:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/16/2019 23:06, flood,2.7,1501,203,47.711,-122.5671,Agate Passage
1/17/2019 1:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/17/2019 4:48, ebb,-1,1501,16,47.711,-122.5671,Agate Passage
1/17/2019 7:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/17/2019 9:06, flood,1.8,1501,203,47.711,-122.5671,Agate Passage
1/17/2019 12:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/17/2019 15:54, ebb,-2.4,1501,16,47.711,-122.5671,Agate Passage
1/17/2019 20:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/17/2019 23:54, flood,3.3,1501,203,47.711,-122.5671,Agate Passage
1/18/2019 3:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/18/2019 6:18, ebb,-1.3,1501,16,47.711,-122.5671,Agate Passage
1/18/2019 8:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/18/2019 10:06, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
1/18/2019 13:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/18/2019 17:12, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
1/18/2019 21:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/19/2019 0:36, flood,3.8,1501,203,47.711,-122.5671,Agate Passage
1/19/2019 3:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/19/2019 7:18, ebb,-1.6,1501,16,47.711,-122.5671,Agate Passage
1/19/2019 9:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/19/2019 11:06, flood,1.8,1501,203,47.711,-122.5671,Agate Passage
1/19/2019 14:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/19/2019 18:36, ebb,-2.7,1501,16,47.711,-122.5671,Agate Passage
1/19/2019 21:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/20/2019 1:18, flood,4.1,1501,203,47.711,-122.5671,Agate Passage
1/20/2019 4:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/20/2019 8:06, ebb,-1.8,1501,16,47.711,-122.5671,Agate Passage
1/20/2019 10:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/20/2019 12:06, flood,2,1501,203,47.711,-122.5671,Agate Passage
1/20/2019 15:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/20/2019 19:24, ebb,-2.9,1501,16,47.711,-122.5671,Agate Passage
1/20/2019 22:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/21/2019 2:00, flood,4.2,1501,203,47.711,-122.5671,Agate Passage
1/21/2019 5:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/21/2019 8:54, ebb,-2,1501,16,47.711,-122.5671,Agate Passage
1/21/2019 11:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/21/2019 13:00, flood,2.3,1501,203,47.711,-122.5671,Agate Passage
1/21/2019 16:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/21/2019 20:00, ebb,-3,1501,16,47.711,-122.5671,Agate Passage
1/21/2019 23:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/22/2019 2:42, flood,4.3,1501,203,47.711,-122.5671,Agate Passage
1/22/2019 6:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/22/2019 9:42, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
1/22/2019 11:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/22/2019 13:54, flood,2.4,1501,203,47.711,-122.5671,Agate Passage
1/22/2019 17:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/22/2019 20:42, ebb,-3,1501,16,47.711,-122.5671,Agate Passage
1/23/2019 0:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/23/2019 3:18, flood,4.3,1501,203,47.711,-122.5671,Agate Passage
1/23/2019 6:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/23/2019 10:24, ebb,-2.2,1501,16,47.711,-122.5671,Agate Passage
1/23/2019 12:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/23/2019 14:48, flood,2.5,1501,203,47.711,-122.5671,Agate Passage
1/23/2019 17:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/23/2019 21:18, ebb,-2.9,1501,16,47.711,-122.5671,Agate Passage
1/24/2019 1:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/24/2019 3:54, flood,4.2,1501,203,47.711,-122.5671,Agate Passage
1/24/2019 7:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/24/2019 11:12, ebb,-2.3,1501,16,47.711,-122.5671,Agate Passage
1/24/2019 13:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/24/2019 15:42, flood,2.5,1501,203,47.711,-122.5671,Agate Passage
1/24/2019 18:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/24/2019 21:54, ebb,-2.7,1501,16,47.711,-122.5671,Agate Passage
1/25/2019 1:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/25/2019 4:30, flood,3.9,1501,203,47.711,-122.5671,Agate Passage
1/25/2019 8:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/25/2019 12:06, ebb,-2.4,1501,16,47.711,-122.5671,Agate Passage
1/25/2019 14:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/25/2019 16:36, flood,2.3,1501,203,47.711,-122.5671,Agate Passage
1/25/2019 19:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/25/2019 22:42, ebb,-2.3,1501,16,47.711,-122.5671,Agate Passage
1/26/2019 2:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/26/2019 5:06, flood,3.5,1501,203,47.711,-122.5671,Agate Passage
1/26/2019 8:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/26/2019 13:00, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
1/26/2019 15:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/26/2019 17:42, flood,2.1,1501,203,47.711,-122.5671,Agate Passage
1/26/2019 20:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/26/2019 23:36, ebb,-1.8,1501,16,47.711,-122.5671,Agate Passage
1/27/2019 3:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/27/2019 5:42, flood,3,1501,203,47.711,-122.5671,Agate Passage
1/27/2019 9:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/27/2019 14:00, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
1/27/2019 16:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/27/2019 19:42, flood,2.1,1501,203,47.711,-122.5671,Agate Passage
1/27/2019 22:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/28/2019 0:48, ebb,-1.3,1501,16,47.711,-122.5671,Agate Passage
1/28/2019 4:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/28/2019 6:30, flood,2.4,1501,203,47.711,-122.5671,Agate Passage
1/28/2019 10:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/28/2019 15:00, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
1/28/2019 17:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/28/2019 21:00, flood,2.4,1501,203,47.711,-122.5671,Agate Passage
1/28/2019 23:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/29/2019 3:12, ebb,-1,1501,16,47.711,-122.5671,Agate Passage
1/29/2019 5:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/29/2019 7:12, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
1/29/2019 8:54, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
1/29/2019 11:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/29/2019 16:00, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
1/29/2019 18:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/29/2019 22:00, flood,2.9,1501,203,47.711,-122.5671,Agate Passage
1/30/2019 1:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/30/2019 4:36, ebb,-1,1501,16,47.711,-122.5671,Agate Passage
1/30/2019 6:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/30/2019 10:06, flood,1.4,1501,203,47.711,-122.5671,Agate Passage
1/30/2019 12:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/30/2019 17:00, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
1/30/2019 19:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/30/2019 22:54, flood,3.3,1501,203,47.711,-122.5671,Agate Passage
1/31/2019 2:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/31/2019 5:42, ebb,-1.2,1501,16,47.711,-122.5671,Agate Passage
1/31/2019 7:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/31/2019 11:06, flood,1.3,1501,203,47.711,-122.5671,Agate Passage
1/31/2019 12:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/31/2019 17:48, ebb,-2.7,1501,16,47.711,-122.5671,Agate Passage
1/31/2019 20:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
1/31/2019 23:42, flood,3.6,1501,203,47.711,-122.5671,Agate Passage
2/1/2019 3:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/1/2019 6:36, ebb,-1.4,1501,16,47.711,-122.5671,Agate Passage
2/1/2019 8:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/1/2019 12:00, flood,1.3,1501,203,47.711,-122.5671,Agate Passage
2/1/2019 13:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/1/2019 18:36, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
2/1/2019 21:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/2/2019 0:30, flood,3.8,1501,203,47.711,-122.5671,Agate Passage
2/2/2019 3:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/2/2019 7:18, ebb,-1.5,1501,16,47.711,-122.5671,Agate Passage
2/2/2019 9:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/2/2019 12:42, flood,1.4,1501,203,47.711,-122.5671,Agate Passage
2/2/2019 14:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/2/2019 19:18, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
2/2/2019 21:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/3/2019 1:12, flood,3.8,1501,203,47.711,-122.5671,Agate Passage
2/3/2019 4:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/3/2019 7:54, ebb,-1.6,1501,16,47.711,-122.5671,Agate Passage
2/3/2019 10:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/3/2019 13:24, flood,1.5,1501,203,47.711,-122.5671,Agate Passage
2/3/2019 15:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/3/2019 19:54, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
2/3/2019 22:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/4/2019 1:54, flood,3.6,1501,203,47.711,-122.5671,Agate Passage
2/4/2019 4:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/4/2019 8:24, ebb,-1.6,1501,16,47.711,-122.5671,Agate Passage
2/4/2019 10:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/4/2019 13:48, flood,1.5,1501,203,47.711,-122.5671,Agate Passage
2/4/2019 15:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/4/2019 20:06, ebb,-2.5,1501,16,47.711,-122.5671,Agate Passage
2/4/2019 23:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/5/2019 2:30, flood,3.5,1501,203,47.711,-122.5671,Agate Passage
2/5/2019 5:24, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/5/2019 8:36, ebb,-1.6,1501,16,47.711,-122.5671,Agate Passage
2/5/2019 11:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/5/2019 13:06, flood,1.8,1501,203,47.711,-122.5671,Agate Passage
2/5/2019 16:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/5/2019 20:00, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
2/5/2019 23:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/6/2019 2:48, flood,3.4,1501,203,47.711,-122.5671,Agate Passage
2/6/2019 5:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/6/2019 8:48, ebb,-1.7,1501,16,47.711,-122.5671,Agate Passage
2/6/2019 11:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/6/2019 13:48, flood,2,1501,203,47.711,-122.5671,Agate Passage
2/6/2019 17:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/6/2019 20:18, ebb,-2.7,1501,16,47.711,-122.5671,Agate Passage
2/7/2019 0:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/7/2019 2:42, flood,3.5,1501,203,47.711,-122.5671,Agate Passage
2/7/2019 6:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/7/2019 9:18, ebb,-1.9,1501,16,47.711,-122.5671,Agate Passage
2/7/2019 12:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/7/2019 14:30, flood,2.2,1501,203,47.711,-122.5671,Agate Passage
2/7/2019 17:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/7/2019 20:48, ebb,-2.7,1501,16,47.711,-122.5671,Agate Passage
2/8/2019 0:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/8/2019 3:12, flood,3.6,1501,203,47.711,-122.5671,Agate Passage
2/8/2019 7:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/8/2019 9:48, ebb,-2,1501,16,47.711,-122.5671,Agate Passage
2/8/2019 13:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/8/2019 15:18, flood,2.3,1501,203,47.711,-122.5671,Agate Passage
2/8/2019 18:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/8/2019 21:24, ebb,-2.6,1501,16,47.711,-122.5671,Agate Passage
2/9/2019 1:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/9/2019 3:48, flood,3.6,1501,203,47.711,-122.5671,Agate Passage
2/9/2019 7:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/9/2019 10:18, ebb,-2,1501,16,47.711,-122.5671,Agate Passage
2/9/2019 14:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/9/2019 16:06, flood,2.3,1501,203,47.711,-122.5671,Agate Passage
2/9/2019 19:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/9/2019 22:12, ebb,-2.3,1501,16,47.711,-122.5671,Agate Passage
2/10/2019 1:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/10/2019 4:24, flood,3.5,1501,203,47.711,-122.5671,Agate Passage
2/10/2019 8:12, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/10/2019 10:48, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
2/10/2019 14:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/10/2019 16:54, flood,2.3,1501,203,47.711,-122.5671,Agate Passage
2/10/2019 20:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/10/2019 22:54, ebb,-1.9,1501,16,47.711,-122.5671,Agate Passage
2/11/2019 2:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/11/2019 5:12, flood,3.1,1501,203,47.711,-122.5671,Agate Passage
2/11/2019 8:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/11/2019 11:24, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
2/11/2019 15:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/11/2019 17:48, flood,2.2,1501,203,47.711,-122.5671,Agate Passage
2/11/2019 21:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/12/2019 0:00, ebb,-1.4,1501,16,47.711,-122.5671,Agate Passage
2/12/2019 3:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/12/2019 5:54, flood,2.6,1501,203,47.711,-122.5671,Agate Passage
2/12/2019 9:18, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/12/2019 12:06, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
2/12/2019 16:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/12/2019 18:54, flood,2.2,1501,203,47.711,-122.5671,Agate Passage
2/12/2019 23:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/13/2019 1:24, ebb,-1.1,1501,16,47.711,-122.5671,Agate Passage
2/13/2019 4:36, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/13/2019 6:48, flood,2.1,1501,203,47.711,-122.5671,Agate Passage
2/13/2019 10:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/13/2019 13:00, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
2/13/2019 17:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/13/2019 21:36, flood,2.4,1501,203,47.711,-122.5671,Agate Passage
2/14/2019 0:30, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/14/2019 3:12, ebb,-0.9,1501,16,47.711,-122.5671,Agate Passage
2/14/2019 5:54, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/14/2019 7:42, flood,1.7,1501,203,47.711,-122.5671,Agate Passage
2/14/2019 11:00, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/14/2019 14:06, ebb,-2.1,1501,16,47.711,-122.5671,Agate Passage
2/14/2019 18:48, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/14/2019 22:36, flood,2.9,1501,203,47.711,-122.5671,Agate Passage
2/15/2019 1:42, slack,0,1501,0,47.711,-122.5671,Agate Passage
2/15/2019 5:06, ebb,-1.1,1501,16,47.711,-122.5671,Agate Passage
2/15/2019 7:06, slack,0,1501,0,47.711,-122.5671,Agate Passage
